"field_id","field_name","unit_name","category_name","item_count","priority","notes"
26427,"Index of Multiple Deprivation (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"The Scottish Index of Multiple Deprivation (SIMD) 2009 identifies small area concentrations of multiple deprivation across Scotland in a consistent manner. The SIMD combines data from seven distinct domains or topic areas all of which are considered to be important contributors to deprivation levels. These domains have remained the same as in the previous version of the index, published in 2006, and the data used in compiling each one is the most appropriate and up to date that was available at the time of constructing the index. <p> The SIMD is a relative measure of deprivation that uses 6,505 data zones across Scotland as its unit of comparison. The rank applied to each of these data zones identifies each as being more or less deprived than all the others in the country. The rankings run from 1 being the most deprived to 6505 being the least deprived. Therefore the smaller the ranking the more deprived the data zone. As the SIMD is a relative measure it cannot show how much more deprived one data zone is than another, e.g. that a data zone ranked 5 is twice as deprived as a data zone ranked 10. In the same way the distance between each ranking can vary - so the gap between the data zones ranked 16 and 17 could be very small while the gap between those ranked 17 and 18 could be much bigger. <p> The SIMD can be used to identify the small areas with the highest concentrations of multiple deprivation in Scotland using either the overall index or the individual domains. The most commonly used cut off levels are 10%, 15% or 20% - although different cut offs may be required depending on individual policy or organisational focus."
26428,"Income score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Current Income Domain: <ul> <li>Adults receiving Guarantee Pension Credit</li> <li>Job Seekers Allowance Claimants</li> <li>Dependants of Job Seekers Allowance Claimants</li> <li>Adults (aged 16-59) receiving Income Support</li> <li>Dependants of Income Support Claimants</li> <li>Number of Adults and Children in Tax Credits Families on Low Incomes</li> </ul>"
26429,"Employment score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Employment Domain: <ul> <li>Working Age Unemployment Claimant Count averaged over 12 months</li> <li>Working Age Incapacity Benefit recipients, men aged under 65 and women aged under 60</li> <li>Working Age Severe Disablement Allowance recipients</li> <li>Working Age Compulsory New Deal participants - New Deal for the under 25s and New Deal for the 25+ not included in the unemployment claimant count</li> </ul>"
26430,"Health score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Health Domain: <ul> <li>Standardised Mortality Ratio</li> <li>Hospital Episodes Related to alcohol use</li> <li>Hospital Episodes Related to drug use</li> <li>Comparative Illness Factor</li> <li>Emergency admissions to hospital</li> <li>Proportion of population being prescribed drugs for anxiety, depression or psychosis</li> <li>Proportion of live singleton births of low birth weight</li> </ul>"
26431,"Education score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Education Skills and Training Domain: <ul> <li>School pupil absences</li> <li>Pupil performance on SQA at stage 4</li> <li>Working age people with no qualifications</li> <li>17-21 year olds enrolling into higher education</li> <li>People aged 16-19 not in education, employment or training</li> </ul>"
26432,"Housing score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Housing Domain: <ul> <li>Persons in households that are overcrowded</li> <li>Persons in households without central heating</li> </ul>"
26433,"Access to services score (Scotland)",,"Indices of Multiple Deprivation",35849,35849,"Geographic Access Domain: <ul> <li>Average drive time to a primary school</li> <li>Average drive time to a secondary school</li> <li>Average drive time to a GP</li> <li>Average drive time to a post office</li> <li>Average drive time to shopping facilities</li> <li>Average drive time to a fuel station</li> <li>Public transport travel time to Shopping Facilities</li> <li>Public transport travel time to a GP</li> <li>Public transport travel time to a post office</li> </ul>"
26434,"Crime score (Scotland)",,"Indices of Multiple Deprivation",33489,33489,"Crime Domain: <ul> <li>Recorded Crimes of Violence</li> <li>Recorded Domestic housebreaking</li> <li>Recorded Vandalism</li> <li>Recorded Drugs Offences</li> <li>Recorded Minor Assault</li> </ul>"
26501,"Mean intensity of 3rd-Ventricle (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26502,"Mean intensity of 4th-Ventricle (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26503,"Mean intensity of 5th-Ventricle (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26504,"Mean intensity of Brain-Stem (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)"
26505,"Mean intensity of CSF (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)"
26506,"Mean intensity of WM-hypointensities (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"
26507,"Mean intensity of non-WM-hypointensities (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"
26508,"Mean intensity of Optic-Chiasm (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)"
26509,"Mean intensity of CC-Posterior (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26510,"Mean intensity of CC-Mid-Posterior (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26511,"Mean intensity of CC-Central (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)"
26512,"Mean intensity of CC-Mid-Anterior (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26513,"Mean intensity of CC-Anterior (whole brain)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26514,"Volume of BrainSeg (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of BrainSeg in the whole brain generated by subcortical volumetric segmentation (aseg)"
26515,"Volume of BrainSegNotVent (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of BrainSegNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)"
26516,"Volume of BrainSegNotVentSurf (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of BrainSegNotVentSurf in the whole brain generated by subcortical volumetric segmentation (aseg)"
26517,"Volume of SubCortGray (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of SubCortGray in the whole brain generated by subcortical volumetric segmentation (aseg)"
26518,"Volume of TotalGray (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of TotalGray in the whole brain generated by subcortical volumetric segmentation (aseg)"
26519,"Volume of SupraTentorial (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of SupraTentorial in the whole brain generated by subcortical volumetric segmentation (aseg)"
26520,"Volume of SupraTentorialNotVent (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of SupraTentorialNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)"
26521,"Volume of EstimatedTotalIntraCranial (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of EstimatedTotalIntraCranial in the whole brain generated by subcortical volumetric segmentation (aseg)"
26522,"Volume of VentricleChoroid (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of VentricleChoroid in the whole brain generated by subcortical volumetric segmentation (aseg)"
26523,"Volume of 3rd-Ventricle (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26524,"Volume of 4th-Ventricle (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26525,"Volume of 5th-Ventricle (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"
26526,"Volume of Brain-Stem (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)"
26527,"Volume of CSF (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)"
26528,"Volume of WM-hypointensities (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"
26529,"Volume of non-WM-hypointensities (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"
26530,"Volume of Optic-Chiasm (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)"
26531,"Volume of CC-Posterior (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26532,"Volume of CC-Mid-Posterior (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26533,"Volume of CC-Central (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)"
26534,"Volume of CC-Mid-Anterior (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26535,"Volume of CC-Anterior (whole brain)","mm3","Freesurfer ASEG",41470,41470,"Volume of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)"
26536,"Volume-ratio of BrainSegVol-to-eTIV (whole brain)","ratio","Freesurfer ASEG",41470,41470,"Volume-ratio of BrainSegVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)"
26537,"Volume-ratio of MaskVol-to-eTIV (whole brain)","ratio","Freesurfer ASEG",41470,41470,"Volume-ratio of MaskVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)"
26538,"Mean intensity of Lateral-Ventricle (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26539,"Mean intensity of Inf-Lat-Vent (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26540,"Mean intensity of Cerebellum-White-Matter (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26541,"Mean intensity of Cerebellum-Cortex (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26542,"Mean intensity of Thalamus-Proper (left hemisphere)","AU","Freesurfer ASEG",41469,41469,"Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26543,"Mean intensity of Caudate (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26544,"Mean intensity of Putamen (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26545,"Mean intensity of Pallidum (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26546,"Mean intensity of Hippocampus (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26547,"Mean intensity of Amygdala (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26548,"Mean intensity of Accumbens-area (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26549,"Mean intensity of VentralDC (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26550,"Mean intensity of vessel (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26551,"Mean intensity of choroid-plexus (left hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26552,"Volume of Cortex (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26553,"Volume of CerebralWhiteMatter (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26554,"Volume of Lateral-Ventricle (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26555,"Volume of Inf-Lat-Vent (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26556,"Volume of Cerebellum-White-Matter (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26557,"Volume of Cerebellum-Cortex (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26558,"Volume of Thalamus-Proper (left hemisphere)","mm3","Freesurfer ASEG",41469,41469,"Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26559,"Volume of Caudate (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26560,"Volume of Putamen (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26561,"Volume of Pallidum (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26562,"Volume of Hippocampus (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26563,"Volume of Amygdala (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26564,"Volume of Accumbens-area (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26565,"Volume of VentralDC (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26566,"Volume of vessel (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26567,"Volume of choroid-plexus (left hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26568,"Number of HolesBeforeFixing (left hemisphere)","count","Freesurfer ASEG",41470,41470,"Number of HolesBeforeFixing in the left hemisphere generated by subcortical volumetric segmentation (aseg)"
26569,"Mean intensity of Lateral-Ventricle (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26570,"Mean intensity of Inf-Lat-Vent (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26571,"Mean intensity of Cerebellum-White-Matter (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26572,"Mean intensity of Cerebellum-Cortex (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26573,"Mean intensity of Thalamus-Proper (right hemisphere)","AU","Freesurfer ASEG",41469,41469,"Mean intensity of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26574,"Mean intensity of Caudate (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26575,"Mean intensity of Putamen (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26576,"Mean intensity of Pallidum (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26577,"Mean intensity of Hippocampus (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26578,"Mean intensity of Amygdala (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26579,"Mean intensity of Accumbens-area (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26580,"Mean intensity of VentralDC (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26581,"Mean intensity of vessel (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26582,"Mean intensity of choroid-plexus (right hemisphere)","AU","Freesurfer ASEG",41470,41470,"Mean intensity of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26583,"Volume of Cortex (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26584,"Volume of CerebralWhiteMatter (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of CerebralWhiteMatter in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26585,"Volume of Lateral-Ventricle (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26586,"Volume of Inf-Lat-Vent (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26587,"Volume of Cerebellum-White-Matter (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26588,"Volume of Cerebellum-Cortex (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26589,"Volume of Thalamus-Proper (right hemisphere)","mm3","Freesurfer ASEG",41469,41469,"Volume of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26590,"Volume of Caudate (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26591,"Volume of Putamen (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26592,"Volume of Pallidum (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26593,"Volume of Hippocampus (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26594,"Volume of Amygdala (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26595,"Volume of Accumbens-area (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26596,"Volume of VentralDC (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26597,"Volume of vessel (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26598,"Volume of choroid-plexus (right hemisphere)","mm3","Freesurfer ASEG",41470,41470,"Volume of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26599,"Number of HolesBeforeFixing (right hemisphere)","count","Freesurfer ASEG",41470,41470,"Number of HolesBeforeFixing in the right hemisphere generated by subcortical volumetric segmentation (aseg)"
26600,"Volume of Lateral-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Lateral-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26601,"Volume of Basal-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Basal-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26602,"Volume of Accessory-Basal-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Accessory-Basal-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26603,"Volume of Anterior-amygdaloid-area-AAA (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Anterior-amygdaloid-area-AAA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26604,"Volume of Central-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Central-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26605,"Volume of Medial-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Medial-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26606,"Volume of Cortical-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Cortical-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26607,"Volume of Corticoamygdaloid-transitio (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Corticoamygdaloid-transitio in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26608,"Volume of Paralaminar-nucleus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Paralaminar-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26609,"Volume of Whole-amygdala (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-amygdala in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26610,"Volume of Lateral-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Lateral-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26611,"Volume of Basal-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Basal-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26612,"Volume of Accessory-Basal-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Accessory-Basal-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26613,"Volume of Anterior-amygdaloid-area-AAA (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Anterior-amygdaloid-area-AAA in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26614,"Volume of Central-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Central-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26615,"Volume of Medial-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Medial-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26616,"Volume of Cortical-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Cortical-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26617,"Volume of Corticoamygdaloid-transitio (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Corticoamygdaloid-transitio in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26618,"Volume of Paralaminar-nucleus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Paralaminar-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26619,"Volume of Whole-amygdala (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-amygdala in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei"
26620,"Volume of Hippocampal-tail (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Hippocampal-tail in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26621,"Volume of subiculum-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of subiculum-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26622,"Volume of CA1-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA1-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26623,"Volume of subiculum-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of subiculum-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26624,"Volume of hippocampal-fissure (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of hippocampal-fissure in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26625,"Volume of presubiculum-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of presubiculum-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26626,"Volume of CA1-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA1-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26627,"Volume of presubiculum-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of presubiculum-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26628,"Volume of parasubiculum (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of parasubiculum in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26629,"Volume of molecular-layer-HP-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of molecular-layer-HP-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26630,"Volume of molecular-layer-HP-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of molecular-layer-HP-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26631,"Volume of GC-ML-DG-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of GC-ML-DG-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
